y/t.1; p2 (kPa); p02 (kPa); a2 (°); z (1); w (1); ds (J/kgK); T (K)
0.0693;78.629;97.331;46.276;0.003;0.002;0.168;281.56
0.0716;78.631;97.331;46.293;0.003;0.002;0.168;281.563
0.074;78.632;97.331;46.31;0.003;0.002;0.168;281.564
0.0764;78.633;97.331;46.329;0.003;0.002;0.167;281.564
0.0788;78.633;97.331;46.352;0.003;0.002;0.167;281.564
0.0812;78.633;97.331;46.374;0.003;0.002;0.167;281.564
0.0836;78.631;97.332;46.393;0.003;0.002;0.166;281.562
0.086;78.629;97.332;46.41;0.003;0.002;0.166;281.56
0.0884;78.626;97.332;46.427;0.003;0.002;0.166;281.557
0.0907;78.624;97.332;46.443;0.003;0.002;0.166;281.555
0.0931;78.621;97.332;46.461;0.003;0.002;0.165;281.552
0.0955;78.617;97.332;46.476;0.003;0.002;0.165;281.547
0.0979;78.61;97.332;46.489;0.003;0.002;0.164;281.54
0.1003;78.603;97.332;46.496;0.003;0.002;0.164;281.532
0.1027;78.595;97.333;46.499;0.003;0.002;0.164;281.525
0.1051;78.59;97.333;46.5;0.003;0.002;0.163;281.52
0.1075;78.587;97.333;46.499;0.003;0.002;0.163;281.517
0.1099;78.586;97.333;46.5;0.003;0.002;0.162;281.515
0.1122;78.585;97.333;46.5;0.003;0.002;0.162;281.514
0.1146;78.585;97.333;46.5;0.003;0.002;0.161;281.514
0.117;78.586;97.333;46.496;0.003;0.002;0.161;281.515
0.1194;78.589;97.334;46.488;0.003;0.002;0.16;281.518
0.1218;78.593;97.334;46.477;0.003;0.002;0.16;281.522
0.1242;78.6;97.334;46.463;0.003;0.002;0.159;281.529
0.1266;78.608;97.334;46.445;0.003;0.002;0.159;281.537
0.1289;78.617;97.334;46.423;0.002;0.002;0.158;281.546
0.1313;78.625;97.335;46.405;0.002;0.002;0.158;281.554
0.1337;78.633;97.335;46.387;0.002;0.002;0.157;281.562
0.1361;78.643;97.335;46.373;0.002;0.002;0.156;281.571
0.1385;78.652;97.335;46.355;0.002;0.002;0.156;281.581
0.1409;78.661;97.335;46.337;0.002;0.002;0.155;281.59
0.1433;78.67;97.336;46.32;0.002;0.002;0.155;281.599
0.1457;78.68;97.336;46.305;0.002;0.002;0.154;281.609
0.1481;78.691;97.336;46.294;0.002;0.002;0.153;281.62
0.1504;78.704;97.336;46.289;0.002;0.002;0.153;281.633
0.1528;78.714;97.336;46.29;0.002;0.002;0.152;281.643
0.1552;78.722;97.337;46.294;0.002;0.002;0.152;281.652
0.1576;78.728;97.337;46.3;0.002;0.002;0.151;281.657
0.16;78.732;97.337;46.305;0.002;0.002;0.15;281.661
0.1624;78.735;97.337;46.31;0.002;0.001;0.15;281.664
0.1648;78.737;97.337;46.318;0.002;0.001;0.149;281.665
0.1672;78.737;97.338;46.328;0.002;0.001;0.148;281.665
0.1695;78.736;97.338;46.345;0.002;0.001;0.148;281.665
0.1719;78.734;97.338;46.365;0.002;0.001;0.147;281.663
0.1743;78.731;97.338;46.389;0.002;0.001;0.146;281.659
0.1767;78.726;97.339;46.414;0.002;0.001;0.146;281.653
0.1791;78.719;97.339;46.443;0.002;0.001;0.145;281.646
0.1815;78.712;97.339;46.467;0.002;0.001;0.145;281.639
0.1839;78.705;97.339;46.491;0.002;0.001;0.144;281.632
0.1863;78.698;97.339;46.515;0.002;0.001;0.143;281.624
0.1887;78.689;97.34;46.541;0.002;0.001;0.143;281.614
0.191;78.679;97.34;46.569;0.002;0.001;0.142;281.604
0.1934;78.669;97.34;46.594;0.002;0.001;0.141;281.594
0.1958;78.66;97.34;46.62;0.002;0.001;0.141;281.585
0.1982;78.65;97.341;46.643;0.002;0.001;0.14;281.575
0.2006;78.64;97.341;46.662;0.002;0.001;0.139;281.564
0.203;78.63;97.341;46.68;0.002;0.001;0.139;281.554
0.2054;78.622;97.341;46.696;0.002;0.001;0.138;281.545
0.2078;78.614;97.341;46.713;0.002;0.001;0.138;281.537
0.2101;78.606;97.342;46.729;0.002;0.001;0.137;281.529
0.2125;78.599;97.342;46.746;0.002;0.001;0.136;281.521
0.2149;78.592;97.342;46.759;0.002;0.001;0.136;281.514
0.2173;78.586;97.342;46.773;0.002;0.001;0.135;281.507
0.2197;78.579;97.342;46.782;0.002;0.001;0.135;281.5
0.2221;78.573;97.343;46.789;0.002;0.001;0.134;281.494
0.2245;78.568;97.343;46.793;0.002;0.001;0.133;281.488
0.2269;78.565;97.343;46.797;0.002;0.001;0.133;281.485
0.2293;78.563;97.343;46.798;0.002;0.001;0.132;281.484
0.2316;78.562;97.343;46.801;0.002;0.001;0.132;281.482
0.234;78.559;97.344;46.805;0.002;0.001;0.131;281.479
0.2364;78.558;97.344;46.805;0.002;0.001;0.131;281.477
0.2388;78.558;97.344;46.806;0.002;0.001;0.13;281.477
0.2412;78.559;97.344;46.805;0.002;0.001;0.13;281.478
0.2436;78.559;97.344;46.804;0.002;0.001;0.129;281.478
0.246;78.558;97.344;46.802;0.002;0.001;0.129;281.477
0.2483;78.558;97.345;46.799;0.002;0.001;0.128;281.476
0.2507;78.558;97.345;46.797;0.002;0.001;0.128;281.477
0.2531;78.56;97.345;46.791;0.002;0.001;0.127;281.479
0.2555;78.562;97.345;46.784;0.002;0.001;0.127;281.481
0.2579;78.565;97.345;46.772;0.002;0.001;0.126;281.484
0.2603;78.569;97.345;46.76;0.002;0.001;0.126;281.488
0.2627;78.573;97.345;46.747;0.002;0.001;0.126;281.491
0.2651;78.577;97.345;46.738;0.002;0.001;0.125;281.495
0.2675;78.581;97.346;46.729;0.002;0.001;0.125;281.499
0.2698;78.586;97.346;46.72;0.002;0.001;0.125;281.504
0.2722;78.59;97.346;46.709;0.002;0.001;0.124;281.508
0.2746;78.594;97.346;46.696;0.002;0.001;0.124;281.513
0.277;78.598;97.346;46.683;0.002;0.001;0.124;281.517
0.2794;78.602;97.346;46.67;0.002;0.001;0.124;281.521
0.2818;78.608;97.346;46.657;0.002;0.001;0.123;281.526
0.2842;78.615;97.346;46.643;0.002;0.001;0.123;281.533
0.2866;78.621;97.346;46.633;0.002;0.001;0.123;281.54
0.2889;78.628;97.346;46.624;0.002;0.001;0.123;281.547
0.2913;78.636;97.346;46.614;0.002;0.001;0.123;281.555
0.2937;78.645;97.346;46.606;0.002;0.001;0.122;281.565
0.2961;78.657;97.347;46.597;0.002;0.001;0.122;281.576
0.2985;78.668;97.347;46.588;0.002;0.001;0.122;281.588
0.3009;78.678;97.347;46.58;0.002;0.001;0.122;281.598
0.3033;78.689;97.347;46.576;0.002;0.001;0.122;281.609
0.3057;78.699;97.347;46.572;0.002;0.001;0.122;281.619
0.3081;78.708;97.347;46.574;0.002;0.001;0.122;281.628
0.3104;78.716;97.347;46.574;0.002;0.001;0.122;281.637
0.3128;78.725;97.347;46.572;0.002;0.001;0.122;281.646
0.3152;78.735;97.347;46.57;0.002;0.001;0.122;281.656
0.3176;78.746;97.347;46.565;0.002;0.001;0.122;281.667
0.32;78.756;97.346;46.562;0.002;0.001;0.122;281.678
0.3224;78.767;97.346;46.562;0.002;0.001;0.123;281.689
0.3248;78.777;97.346;46.569;0.002;0.001;0.123;281.699
0.3272;78.786;97.346;46.58;0.002;0.001;0.123;281.709
0.3295;78.795;97.346;46.592;0.002;0.001;0.123;281.718
0.3319;78.802;97.346;46.605;0.002;0.001;0.123;281.725
0.3343;78.807;97.346;46.618;0.002;0.001;0.124;281.731
0.3367;78.813;97.346;46.631;0.002;0.001;0.124;281.736
0.3391;78.818;97.346;46.64;0.002;0.001;0.124;281.742
0.3415;78.821;97.346;46.652;0.002;0.001;0.125;281.745
0.3439;78.823;97.346;46.663;0.002;0.001;0.125;281.747
0.3463;78.823;97.345;46.678;0.002;0.001;0.126;281.747
0.3487;78.823;97.345;46.693;0.002;0.001;0.126;281.748
0.351;78.823;97.345;46.707;0.002;0.001;0.127;281.748
0.3534;78.823;97.345;46.723;0.002;0.001;0.127;281.748
0.3558;78.823;97.345;46.741;0.002;0.001;0.128;281.748
0.3582;78.824;97.345;46.761;0.002;0.001;0.128;281.749
0.3606;78.826;97.344;46.782;0.002;0.001;0.129;281.751
0.363;78.827;97.344;46.806;0.002;0.001;0.13;281.753
0.3654;78.828;97.344;46.829;0.002;0.001;0.13;281.754
0.3677;78.828;97.344;46.855;0.002;0.001;0.131;281.754
0.3701;78.828;97.343;46.882;0.002;0.001;0.132;281.754
0.3725;78.827;97.343;46.906;0.002;0.001;0.133;281.753
0.3749;78.828;97.343;46.926;0.002;0.001;0.133;281.754
0.3773;78.829;97.342;46.943;0.002;0.001;0.134;281.755
0.3797;78.83;97.342;46.96;0.002;0.001;0.135;281.757
0.3821;78.833;97.342;46.976;0.002;0.001;0.136;281.76
0.3845;78.836;97.341;46.992;0.002;0.001;0.137;281.763
0.3869;78.839;97.341;47.009;0.002;0.001;0.138;281.767
0.3892;78.842;97.341;47.027;0.002;0.001;0.139;281.77
0.3916;78.846;97.34;47.043;0.002;0.001;0.14;281.775
0.394;78.851;97.34;47.057;0.002;0.001;0.141;281.78
0.3964;78.856;97.34;47.071;0.002;0.001;0.143;281.786
0.3988;78.86;97.339;47.084;0.002;0.001;0.144;281.79
0.4012;78.865;97.339;47.096;0.002;0.001;0.145;281.795
0.4036;78.869;97.338;47.104;0.002;0.001;0.146;281.8
0.406;78.873;97.338;47.108;0.002;0.001;0.148;281.804
0.4083;78.876;97.337;47.107;0.002;0.001;0.149;281.808
0.4107;78.878;97.337;47.107;0.002;0.002;0.151;281.81
0.4131;78.878;97.336;47.104;0.002;0.002;0.152;281.811
0.4155;78.878;97.336;47.104;0.002;0.002;0.154;281.811
0.4179;78.878;97.335;47.101;0.002;0.002;0.155;281.811
0.4203;78.878;97.335;47.095;0.003;0.002;0.157;281.812
0.4227;78.877;97.334;47.091;0.003;0.002;0.158;281.812
0.4251;78.875;97.334;47.086;0.003;0.002;0.16;281.81
0.4275;78.872;97.333;47.081;0.003;0.002;0.162;281.807
0.4298;78.867;97.332;47.075;0.003;0.002;0.164;281.803
0.4322;78.862;97.332;47.068;0.003;0.002;0.166;281.798
0.4346;78.855;97.331;47.061;0.003;0.002;0.167;281.792
0.437;78.849;97.331;47.052;0.003;0.002;0.169;281.786
0.4394;78.841;97.33;47.043;0.003;0.002;0.171;281.779
0.4418;78.833;97.329;47.033;0.003;0.002;0.173;281.771
0.4442;78.825;97.328;47.024;0.003;0.002;0.176;281.763
0.4466;78.818;97.328;47.014;0.003;0.002;0.178;281.756
0.4489;78.811;97.327;47.003;0.003;0.002;0.18;281.75
0.4513;78.803;97.326;46.993;0.003;0.002;0.182;281.743
0.4537;78.796;97.325;46.984;0.003;0.002;0.184;281.735
0.4561;78.788;97.325;46.976;0.003;0.002;0.187;281.729
0.4585;78.782;97.324;46.97;0.003;0.002;0.189;281.723
0.4609;78.776;97.323;46.963;0.003;0.002;0.192;281.718
0.4633;78.771;97.322;46.955;0.003;0.002;0.194;281.714
0.4657;78.767;97.321;46.947;0.003;0.002;0.197;281.71
0.4681;78.763;97.32;46.937;0.003;0.002;0.199;281.707
0.4704;78.759;97.32;46.929;0.003;0.002;0.202;281.703
0.4728;78.756;97.318;46.919;0.003;0.002;0.205;281.701
0.4752;78.753;97.316;46.91;0.003;0.002;0.211;281.7
0.4776;78.752;97.312;46.901;0.004;0.002;0.224;281.702
0.48;78.751;97.303;46.891;0.004;0.003;0.251;281.709
0.4824;78.751;97.285;46.881;0.005;0.003;0.303;281.723
0.4848;78.751;97.254;46.871;0.006;0.004;0.395;281.749
0.4871;78.752;97.204;46.861;0.009;0.005;0.543;281.791
0.4895;78.753;97.13;46.851;0.012;0.008;0.761;281.854
0.4919;78.754;97.029;46.84;0.017;0.011;1.06;281.939
0.4943;78.756;96.897;46.83;0.023;0.014;1.451;282.05
0.4967;78.757;96.733;46.819;0.031;0.019;1.938;282.188
0.4991;78.758;96.534;46.808;0.04;0.025;2.529;282.355
0.5015;78.76;96.296;46.797;0.052;0.032;3.238;282.556
0.5039;78.762;96.014;46.786;0.065;0.04;4.079;282.795
0.5063;78.763;95.684;46.775;0.081;0.05;5.067;283.075
0.5086;78.765;95.3;46.764;0.099;0.061;6.222;283.402
0.511;78.766;94.858;46.753;0.121;0.075;7.557;283.78
0.5134;78.767;94.358;46.742;0.145;0.089;9.073;284.21
0.5158;78.769;93.804;46.731;0.172;0.106;10.764;284.69
0.5182;78.77;93.2;46.72;0.202;0.123;12.62;285.217
0.5206;78.771;92.553;46.709;0.235;0.142;14.621;285.787
0.523;78.772;91.872;46.699;0.269;0.162;16.74;286.392
0.5254;78.774;91.17;46.688;0.305;0.183;18.94;287.021
0.5277;78.775;90.463;46.678;0.341;0.204;21.177;287.662
0.5301;78.776;89.769;46.668;0.377;0.224;23.387;288.296
0.5325;78.778;89.11;46.658;0.411;0.244;25.502;288.905
0.5349;78.779;88.506;46.649;0.443;0.262;27.455;289.469
0.5373;78.78;87.972;46.639;0.472;0.277;29.193;289.971
0.5397;78.782;87.516;46.63;0.497;0.291;30.686;290.404
0.5421;78.783;87.137;46.621;0.517;0.302;31.932;290.766
0.5445;78.785;86.829;46.612;0.534;0.311;32.949;291.062
0.5469;78.787;86.58;46.603;0.547;0.318;33.771;291.302
0.5492;78.789;86.382;46.594;0.558;0.324;34.43;291.495
0.5516;78.791;86.227;46.586;0.567;0.329;34.947;291.647
0.554;78.793;86.111;46.578;0.573;0.332;35.333;291.762
0.5564;78.795;86.036;46.57;0.578;0.334;35.584;291.837
0.5588;78.797;86.006;46.562;0.579;0.335;35.682;291.868
0.5612;78.8;86.029;46.554;0.578;0.335;35.605;291.848
0.5636;78.802;86.112;46.547;0.574;0.332;35.328;291.771
0.566;78.805;86.261;46.54;0.566;0.328;34.834;291.63
0.5683;78.808;86.478;46.533;0.554;0.321;34.111;291.423
0.5707;78.812;86.764;46.526;0.538;0.313;33.164;291.153
0.5731;78.815;87.114;46.52;0.519;0.303;32.009;290.822
0.5755;78.819;87.524;46.514;0.497;0.291;30.659;290.435
0.5779;78.822;87.993;46.508;0.472;0.277;29.125;289.996
0.5803;78.827;88.517;46.503;0.444;0.261;27.42;289.509
0.5827;78.831;89.093;46.497;0.414;0.244;25.559;288.978
0.5851;78.835;89.713;46.492;0.381;0.226;23.568;288.41
0.5875;78.84;90.362;46.487;0.348;0.207;21.498;287.822
0.5898;78.845;91.017;46.483;0.314;0.188;19.425;287.234
0.5922;78.851;91.654;46.479;0.281;0.169;17.422;286.667
0.5946;78.856;92.254;46.475;0.251;0.151;15.55;286.14
0.597;78.862;92.798;46.471;0.223;0.135;13.859;285.665
0.5994;78.869;93.28;46.468;0.199;0.121;12.372;285.249
0.6018;78.875;93.701;46.465;0.179;0.109;11.081;284.89
0.6042;78.882;94.061;46.463;0.161;0.098;9.979;284.584
0.6065;78.889;94.363;46.461;0.146;0.089;9.058;284.331
0.6089;78.897;94.615;46.459;0.134;0.082;8.293;284.123
0.6113;78.905;94.827;46.458;0.123;0.075;7.651;283.949
0.6137;78.913;95.009;46.457;0.114;0.07;7.101;283.802
0.6161;78.922;95.176;46.456;0.106;0.065;6.597;283.669
0.6185;78.931;95.341;46.456;0.098;0.06;6.1;283.538
0.6209;78.94;95.506;46.456;0.09;0.055;5.601;283.406
0.6233;78.948;95.668;46.456;0.083;0.051;5.116;283.278
0.6257;78.956;95.815;46.457;0.075;0.046;4.674;283.162
0.628;78.965;95.932;46.458;0.07;0.043;4.323;283.072
0.6304;78.974;96.007;46.459;0.066;0.041;4.099;283.018
0.6328;78.984;96.034;46.461;0.065;0.04;4.019;283.005
0.6352;78.993;96.019;46.463;0.066;0.04;4.065;283.028
0.6376;79.003;95.97;46.465;0.068;0.042;4.212;283.08
0.64;79.014;95.907;46.467;0.071;0.044;4.399;283.143
0.6424;79.025;95.847;46.469;0.074;0.045;4.579;283.206
0.6448;79.037;95.807;46.472;0.076;0.047;4.699;283.252
0.6471;79.05;95.796;46.475;0.077;0.047;4.733;283.274
0.6495;79.062;95.82;46.477;0.076;0.046;4.659;283.266
0.6519;79.075;95.87;46.48;0.073;0.045;4.509;283.237
0.6543;79.088;95.937;46.483;0.07;0.043;4.308;283.194
0.6567;79.101;96.008;46.486;0.067;0.041;4.096;283.147
0.6591;79.114;96.077;46.489;0.063;0.039;3.892;283.103
0.6615;79.127;96.137;46.491;0.061;0.037;3.712;283.065
0.6639;79.141;96.2;46.493;0.058;0.035;3.525;283.027
0.6663;79.155;96.272;46.495;0.054;0.033;3.308;282.981
0.6686;79.17;96.357;46.498;0.05;0.03;3.055;282.924
0.671;79.186;96.45;46.5;0.045;0.028;2.779;282.863
0.6734;79.204;96.544;46.503;0.041;0.025;2.498;282.802
0.6758;79.222;96.624;46.505;0.037;0.022;2.26;282.754
0.6782;79.24;96.684;46.507;0.034;0.021;2.084;282.723
0.6806;79.258;96.724;46.51;0.032;0.02;1.963;282.707
0.683;79.276;96.756;46.512;0.031;0.019;1.869;282.699
0.6854;79.295;96.785;46.514;0.029;0.018;1.782;282.693
0.6877;79.313;96.822;46.517;0.028;0.017;1.672;282.681
0.6901;79.33;96.866;46.519;0.025;0.015;1.542;282.662
0.6925;79.347;96.911;46.522;0.023;0.014;1.411;282.642
0.6949;79.361;96.946;46.523;0.022;0.013;1.305;282.627
0.6973;79.375;96.971;46.524;0.02;0.012;1.232;282.62
0.6997;79.388;96.983;46.525;0.02;0.012;1.198;282.624
0.7021;79.4;96.987;46.527;0.02;0.012;1.183;282.632
0.7045;79.411;96.993;46.527;0.019;0.012;1.167;282.639
0.7069;79.422;97.007;46.527;0.019;0.011;1.126;282.638
0.7092;79.432;97.03;46.527;0.018;0.011;1.058;282.629
0.7116;79.441;97.062;46.528;0.016;0.01;0.962;282.612
0.714;79.449;97.098;46.531;0.014;0.009;0.855;282.589
0.7164;79.455;97.132;46.533;0.013;0.008;0.754;282.567
0.7188;79.46;97.159;46.536;0.011;0.007;0.676;282.55
0.7212;79.464;97.175;46.538;0.01;0.006;0.63;282.541
0.7236;79.466;97.179;46.539;0.01;0.006;0.618;282.541
0.7259;79.468;97.173;46.541;0.011;0.006;0.635;282.547
0.7283;79.469;97.159;46.54;0.011;0.007;0.677;282.56
0.7307;79.471;97.138;46.54;0.012;0.007;0.739;282.579
0.7331;79.472;97.108;46.539;0.014;0.008;0.825;282.604
0.7355;79.472;97.068;46.539;0.016;0.009;0.944;282.638
0.7379;79.471;97.016;46.539;0.018;0.011;1.1;282.681
0.7403;79.472;96.95;46.539;0.022;0.013;1.295;282.736
0.7427;79.473;96.875;46.538;0.025;0.015;1.516;282.8
0.7451;79.475;96.803;46.541;0.029;0.017;1.731;282.863
0.7474;79.479;96.746;46.546;0.032;0.019;1.899;282.914
0.7498;79.485;96.715;46.549;0.033;0.02;1.989;282.945
0.7522;79.492;96.718;46.554;0.033;0.02;1.982;282.95
0.7546;79.501;96.753;46.558;0.031;0.019;1.879;282.931
0.757;79.512;96.809;46.568;0.029;0.017;1.713;282.895
0.7594;79.522;96.87;46.574;0.026;0.015;1.531;282.855
0.7618;79.534;96.925;46.583;0.023;0.014;1.369;282.821
0.7642;79.546;96.963;46.589;0.021;0.013;1.257;282.802
0.7665;79.56;96.981;46.599;0.02;0.012;1.204;282.801
0.7689;79.575;96.982;46.609;0.02;0.012;1.199;282.814
0.7713;79.59;96.974;46.619;0.021;0.012;1.224;282.837
0.7737;79.605;96.961;46.635;0.021;0.013;1.263;282.863
0.7761;79.621;96.948;46.651;0.022;0.013;1.3;282.89
0.7785;79.637;96.938;46.673;0.022;0.013;1.331;282.915
0.7809;79.653;96.93;46.695;0.023;0.013;1.353;282.937
0.7833;79.668;96.925;46.721;0.023;0.014;1.369;282.957
0.7857;79.683;96.923;46.744;0.023;0.014;1.375;282.974
0.788;79.699;96.924;46.768;0.023;0.014;1.371;282.988
0.7904;79.714;96.929;46.794;0.023;0.014;1.355;282.999
0.7928;79.728;96.939;46.82;0.022;0.013;1.325;283.006
0.7952;79.742;96.955;46.846;0.022;0.013;1.281;283.007
0.7976;79.754;96.973;46.871;0.021;0.012;1.226;283.004
0.8;79.764;96.994;46.899;0.02;0.012;1.164;282.997
0.8024;79.773;97.015;46.925;0.019;0.011;1.1;282.988
0.8048;79.78;97.036;46.952;0.018;0.01;1.039;282.978
0.8071;79.787;97.054;46.976;0.017;0.01;0.987;282.969
0.8095;79.793;97.068;47.002;0.016;0.009;0.945;282.964
0.8119;79.799;97.078;47.028;0.016;0.009;0.917;282.962
0.8143;79.804;97.082;47.051;0.015;0.009;0.905;282.964
0.8167;79.808;97.08;47.072;0.015;0.009;0.909;282.969
0.8191;79.811;97.074;47.089;0.016;0.009;0.926;282.977
0.8215;79.813;97.064;47.107;0.016;0.01;0.955;282.988
0.8239;79.815;97.052;47.119;0.017;0.01;0.992;283.0
0.8263;79.817;97.038;47.13;0.018;0.01;1.033;283.013
0.8286;79.818;97.023;47.135;0.018;0.011;1.079;283.027
0.831;79.82;97.006;47.138;0.019;0.011;1.129;283.044
0.8334;79.823;96.987;47.139;0.02;0.012;1.186;283.063
0.8358;79.827;96.965;47.141;0.021;0.012;1.25;283.084
0.8382;79.829;96.941;47.142;0.023;0.013;1.321;283.107
0.8406;79.832;96.916;47.14;0.024;0.014;1.394;283.13
0.843;79.834;96.893;47.141;0.025;0.015;1.463;283.152
0.8453;79.837;96.873;47.141;0.026;0.015;1.521;283.171
0.8477;79.84;96.858;47.139;0.027;0.016;1.565;283.186
0.8501;79.843;96.849;47.134;0.027;0.016;1.592;283.197
0.8525;79.847;96.846;47.132;0.027;0.016;1.603;283.204
0.8549;79.851;96.846;47.132;0.027;0.016;1.602;283.207
0.8573;79.854;96.849;47.131;0.027;0.016;1.592;283.208
0.8597;79.857;96.855;47.13;0.027;0.016;1.574;283.206
0.8621;79.86;96.864;47.127;0.026;0.015;1.548;283.202
0.8645;79.863;96.878;47.127;0.026;0.015;1.509;283.194
0.8668;79.867;96.897;47.127;0.025;0.014;1.452;283.182
0.8692;79.871;96.922;47.13;0.024;0.014;1.377;283.165
0.8716;79.877;96.952;47.132;0.022;0.013;1.288;283.145
0.874;79.882;96.983;47.137;0.02;0.012;1.197;283.125
0.8764;79.887;97.011;47.145;0.019;0.011;1.112;283.107
0.8788;79.892;97.033;47.159;0.018;0.01;1.049;283.094
0.8812;79.896;97.045;47.177;0.017;0.01;1.012;283.087
0.8836;79.899;97.05;47.196;0.017;0.01;0.999;283.087
0.8859;79.902;97.047;47.216;0.017;0.01;1.006;283.091
0.8883;79.905;97.04;47.236;0.018;0.01;1.029;283.102
0.8907;79.909;97.025;47.26;0.018;0.011;1.071;283.117
0.8931;79.912;97.002;47.282;0.02;0.011;1.141;283.14
0.8955;79.915;96.963;47.305;0.021;0.013;1.254;283.175
0.8979;79.918;96.907;47.331;0.024;0.014;1.422;283.225
0.9003;79.921;96.832;47.356;0.028;0.016;1.644;283.29
0.9027;79.923;96.744;47.378;0.033;0.019;1.904;283.366
0.9051;79.926;96.655;47.397;0.037;0.022;2.17;283.444
0.9074;79.928;96.576;47.416;0.041;0.024;2.403;283.512
0.9098;79.931;96.519;47.433;0.044;0.026;2.572;283.562
0.9122;79.933;96.491;47.454;0.046;0.026;2.656;283.589
0.9146;79.935;96.488;47.474;0.046;0.027;2.666;283.594
0.917;79.937;96.499;47.494;0.045;0.026;2.633;283.586
0.9194;79.939;96.513;47.513;0.044;0.026;2.591;283.575
0.9218;79.939;96.519;47.532;0.044;0.026;2.572;283.571
0.9242;79.94;96.511;47.549;0.045;0.026;2.598;283.579
0.9265;79.941;96.489;47.562;0.046;0.026;2.663;283.598
0.9289;79.941;96.462;47.569;0.047;0.027;2.742;283.621
0.9313;79.942;96.44;47.57;0.048;0.028;2.807;283.641
0.9337;79.943;96.43;47.571;0.049;0.028;2.837;283.65
0.9361;79.944;96.436;47.57;0.048;0.028;2.822;283.646
0.9385;79.945;96.455;47.567;0.047;0.027;2.762;283.63
0.9409;79.945;96.484;47.56;0.046;0.027;2.678;283.606
0.9433;79.945;96.516;47.551;0.044;0.026;2.583;283.58
0.9457;79.945;96.548;47.541;0.043;0.025;2.488;283.553
0.948;79.946;96.578;47.526;0.041;0.024;2.398;283.528
0.9504;79.946;96.606;47.514;0.04;0.023;2.313;283.505
0.9528;79.946;96.634;47.502;0.038;0.022;2.233;283.482
0.9552;79.946;96.66;47.491;0.037;0.021;2.155;283.46
0.9576;79.946;96.683;47.479;0.036;0.021;2.085;283.44
0.96;79.946;96.703;47.469;0.035;0.02;2.027;283.424
0.9624;79.946;96.717;47.457;0.034;0.02;1.985;283.412
0.9647;79.945;96.726;47.445;0.034;0.02;1.959;283.404
0.9671;79.945;96.729;47.432;0.033;0.019;1.948;283.4
0.9695;79.944;96.727;47.419;0.034;0.019;1.955;283.402
0.9719;79.943;96.718;47.407;0.034;0.02;1.981;283.408
0.9743;79.942;96.701;47.394;0.035;0.02;2.034;283.422
0.9767;79.941;96.669;47.384;0.037;0.021;2.127;283.448
0.9791;79.94;96.621;47.375;0.039;0.023;2.269;283.486
0.9815;79.939;96.558;47.364;0.042;0.024;2.458;283.539
0.9839;79.938;96.483;47.354;0.046;0.027;2.681;283.601
0.9862;79.937;96.405;47.347;0.05;0.029;2.914;283.665
0.9886;79.936;96.335;47.346;0.054;0.031;3.121;283.722
0.991;79.934;96.286;47.346;0.056;0.032;3.268;283.762
0.9934;79.933;96.262;47.345;0.057;0.033;3.338;283.781
0.9958;79.931;96.267;47.345;0.057;0.033;3.325;283.775
0.9982;79.929;96.296;47.344;0.056;0.032;3.238;283.748
1.0006;79.926;96.337;47.343;0.053;0.031;3.116;283.711
