y/t.1; p2 (kPa); p02 (kPa); a2 (°); z (1); w (1); ds (J/kgK); T (K)
0.1341;80.146;97.919;46.698;0.004;0.002;0.213;280.348
0.1365;80.143;97.919;46.739;0.004;0.002;0.213;280.346
0.1389;80.14;97.919;46.769;0.004;0.002;0.214;280.343
0.1413;80.136;97.919;46.789;0.004;0.002;0.214;280.339
0.1437;80.132;97.919;46.808;0.004;0.002;0.215;280.335
0.1461;80.127;97.919;46.831;0.004;0.002;0.215;280.331
0.1485;80.122;97.918;46.864;0.004;0.002;0.215;280.326
0.1509;80.117;97.918;46.888;0.004;0.002;0.216;280.32
0.1533;80.111;97.918;46.911;0.004;0.002;0.216;280.314
0.1557;80.105;97.918;46.928;0.004;0.002;0.217;280.309
0.1581;80.099;97.918;46.945;0.004;0.002;0.217;280.303
0.1604;80.094;97.918;46.955;0.004;0.002;0.218;280.298
0.1628;80.089;97.918;46.96;0.004;0.002;0.218;280.293
0.1652;80.084;97.917;46.962;0.004;0.002;0.218;280.288
0.1676;80.08;97.917;46.956;0.004;0.002;0.219;280.284
0.17;80.076;97.917;46.948;0.004;0.002;0.219;280.281
0.1724;80.073;97.917;46.938;0.004;0.002;0.22;280.278
0.1748;80.071;97.917;46.928;0.004;0.002;0.22;280.276
0.1772;80.07;97.917;46.915;0.004;0.002;0.22;280.275
0.1796;80.069;97.917;46.893;0.004;0.002;0.221;280.274
0.182;80.069;97.917;46.861;0.004;0.002;0.221;280.274
0.1844;80.069;97.916;46.818;0.004;0.002;0.222;280.274
0.1868;80.069;97.916;46.781;0.004;0.002;0.222;280.274
0.1892;80.07;97.916;46.739;0.004;0.002;0.222;280.276
0.1916;80.072;97.916;46.704;0.004;0.002;0.223;280.277
0.194;80.073;97.916;46.674;0.004;0.002;0.223;280.279
0.1964;80.075;97.916;46.652;0.004;0.002;0.223;280.281
0.1988;80.077;97.916;46.639;0.004;0.002;0.224;280.283
0.2011;80.079;97.916;46.626;0.004;0.002;0.224;280.285
0.2035;80.081;97.915;46.624;0.004;0.002;0.225;280.287
0.2059;80.083;97.915;46.627;0.004;0.002;0.225;280.289
0.2083;80.085;97.915;46.639;0.004;0.002;0.225;280.291
0.2107;80.086;97.915;46.658;0.004;0.002;0.226;280.292
0.2131;80.088;97.915;46.68;0.004;0.002;0.226;280.294
0.2155;80.088;97.915;46.711;0.004;0.002;0.226;280.295
0.2179;80.089;97.915;46.747;0.004;0.002;0.226;280.295
0.2203;80.089;97.915;46.787;0.004;0.002;0.227;280.296
0.2227;80.09;97.915;46.822;0.004;0.002;0.227;280.296
0.2251;80.09;97.914;46.863;0.004;0.002;0.227;280.297
0.2275;80.09;97.914;46.903;0.004;0.002;0.228;280.297
0.2299;80.09;97.914;46.934;0.004;0.002;0.228;280.297
0.2323;80.09;97.914;46.959;0.004;0.002;0.228;280.297
0.2347;80.09;97.914;46.972;0.004;0.002;0.228;280.297
0.2371;80.09;97.914;46.982;0.004;0.002;0.229;280.297
0.2395;80.09;97.914;46.978;0.004;0.002;0.229;280.297
0.2419;80.09;97.914;46.966;0.004;0.002;0.229;280.297
0.2443;80.09;97.914;46.945;0.004;0.002;0.229;280.297
0.2467;80.09;97.914;46.921;0.004;0.002;0.229;280.298
0.249;80.091;97.914;46.907;0.004;0.002;0.23;280.298
0.2514;80.091;97.914;46.894;0.004;0.002;0.23;280.298
0.2538;80.091;97.914;46.889;0.004;0.002;0.23;280.298
0.2562;80.091;97.913;46.893;0.004;0.002;0.23;280.298
0.2586;80.09;97.913;46.91;0.004;0.002;0.23;280.297
0.261;80.089;97.913;46.927;0.004;0.002;0.231;280.296
0.2634;80.088;97.913;46.953;0.004;0.002;0.231;280.295
0.2658;80.086;97.913;46.989;0.004;0.002;0.231;280.293
0.2682;80.083;97.913;47.032;0.004;0.002;0.231;280.291
0.2706;80.08;97.913;47.081;0.004;0.002;0.231;280.288
0.273;80.077;97.913;47.134;0.004;0.002;0.231;280.284
0.2754;80.073;97.913;47.2;0.004;0.002;0.231;280.281
0.2778;80.069;97.913;47.273;0.004;0.002;0.231;280.276
0.2802;80.064;97.913;47.351;0.004;0.002;0.231;280.272
0.2826;80.059;97.913;47.43;0.004;0.002;0.231;280.267
0.285;80.053;97.913;47.494;0.004;0.002;0.231;280.261
0.2874;80.047;97.913;47.553;0.004;0.002;0.232;280.255
0.2898;80.041;97.913;47.6;0.004;0.002;0.232;280.249
0.2921;80.035;97.913;47.637;0.004;0.002;0.232;280.243
0.2945;80.028;97.913;47.662;0.004;0.002;0.232;280.236
0.2969;80.022;97.913;47.681;0.004;0.002;0.232;280.229
0.2993;80.015;97.913;47.693;0.004;0.002;0.231;280.223
0.3017;80.009;97.913;47.695;0.004;0.002;0.231;280.217
0.3041;80.004;97.913;47.692;0.004;0.002;0.231;280.211
0.3065;79.998;97.913;47.684;0.004;0.002;0.231;280.206
0.3089;79.994;97.913;47.674;0.004;0.002;0.231;280.201
0.3113;79.99;97.913;47.652;0.004;0.002;0.231;280.197
0.3137;79.986;97.913;47.62;0.004;0.002;0.231;280.194
0.3161;79.983;97.913;47.583;0.004;0.002;0.231;280.191
0.3185;79.981;97.913;47.54;0.004;0.002;0.231;280.188
0.3209;79.979;97.913;47.502;0.004;0.002;0.231;280.186
0.3233;79.977;97.913;47.46;0.004;0.002;0.231;280.185
0.3257;79.976;97.913;47.424;0.004;0.002;0.23;280.184
0.3281;79.976;97.913;47.385;0.004;0.002;0.23;280.183
0.3305;79.976;97.914;47.347;0.004;0.002;0.23;280.183
0.3329;79.976;97.914;47.308;0.004;0.002;0.23;280.183
0.3353;79.977;97.914;47.267;0.004;0.002;0.23;280.184
0.3377;79.978;97.914;47.227;0.004;0.002;0.229;280.185
0.34;79.98;97.914;47.185;0.004;0.002;0.229;280.187
0.3424;79.981;97.914;47.142;0.004;0.002;0.229;280.188
0.3448;79.983;97.914;47.098;0.004;0.002;0.228;280.19
0.3472;79.985;97.914;47.059;0.004;0.002;0.228;280.192
0.3496;79.988;97.914;47.029;0.004;0.002;0.228;280.194
0.352;79.99;97.914;47.007;0.004;0.002;0.227;280.197
0.3544;79.992;97.915;46.995;0.004;0.002;0.227;280.199
0.3568;79.995;97.915;46.98;0.004;0.002;0.227;280.201
0.3592;79.997;97.915;46.975;0.004;0.002;0.226;280.204
0.3616;80.0;97.915;46.964;0.004;0.002;0.226;280.206
0.364;80.002;97.915;46.96;0.004;0.002;0.226;280.208
0.3664;80.005;97.915;46.956;0.004;0.002;0.225;280.211
0.3688;80.007;97.915;46.956;0.004;0.002;0.225;280.213
0.3712;80.01;97.916;46.96;0.004;0.002;0.224;280.215
0.3736;80.012;97.916;46.964;0.004;0.002;0.224;280.218
0.376;80.014;97.916;46.974;0.004;0.002;0.223;280.22
0.3784;80.016;97.916;46.986;0.004;0.002;0.223;280.222
0.3807;80.018;97.916;47.001;0.004;0.002;0.222;280.223
0.3831;80.02;97.916;47.018;0.004;0.002;0.222;280.225
0.3855;80.022;97.917;47.035;0.004;0.002;0.221;280.227
0.3879;80.024;97.917;47.05;0.004;0.002;0.22;280.229
0.3903;80.026;97.917;47.06;0.004;0.002;0.22;280.23
0.3927;80.027;97.917;47.081;0.004;0.002;0.219;280.231
0.3951;80.029;97.917;47.099;0.004;0.002;0.219;280.233
0.3975;80.03;97.918;47.127;0.004;0.002;0.218;280.234
0.3999;80.031;97.918;47.157;0.004;0.002;0.217;280.235
0.4023;80.033;97.918;47.194;0.004;0.002;0.217;280.236
0.4047;80.034;97.918;47.231;0.004;0.002;0.216;280.237
0.4071;80.035;97.919;47.268;0.004;0.002;0.215;280.238
0.4095;80.036;97.919;47.309;0.004;0.002;0.214;280.239
0.4119;80.037;97.919;47.346;0.004;0.002;0.213;280.24
0.4143;80.038;97.919;47.386;0.004;0.002;0.213;280.24
0.4167;80.039;97.92;47.427;0.004;0.002;0.212;280.241
0.4191;80.04;97.92;47.464;0.004;0.002;0.211;280.242
0.4215;80.041;97.92;47.498;0.004;0.002;0.21;280.243
0.4239;80.042;97.921;47.531;0.004;0.002;0.209;280.244
0.4263;80.043;97.921;47.562;0.003;0.002;0.208;280.244
0.4286;80.044;97.921;47.585;0.003;0.002;0.207;280.245
0.431;80.045;97.922;47.605;0.003;0.002;0.207;280.246
0.4334;80.047;97.922;47.619;0.003;0.002;0.206;280.247
0.4358;80.048;97.922;47.627;0.003;0.002;0.205;280.248
0.4382;80.049;97.923;47.63;0.003;0.002;0.204;280.249
0.4406;80.05;97.923;47.631;0.003;0.002;0.203;280.25
0.443;80.052;97.923;47.63;0.003;0.002;0.201;280.251
0.4454;80.053;97.924;47.626;0.003;0.002;0.2;280.252
0.4478;80.055;97.924;47.623;0.003;0.002;0.199;280.253
0.4502;80.056;97.924;47.615;0.003;0.002;0.198;280.255
0.4526;80.058;97.924;47.606;0.003;0.002;0.198;280.256
0.455;80.059;97.924;47.596;0.003;0.002;0.199;280.258
0.4574;80.061;97.923;47.586;0.003;0.002;0.202;280.26
0.4598;80.062;97.92;47.575;0.004;0.002;0.21;280.264
0.4622;80.064;97.915;47.563;0.004;0.002;0.227;280.27
0.4646;80.066;97.904;47.553;0.004;0.003;0.257;280.281
0.467;80.067;97.887;47.543;0.005;0.003;0.308;280.296
0.4694;80.069;97.859;47.535;0.007;0.004;0.389;280.321
0.4717;80.071;97.819;47.528;0.008;0.005;0.507;280.355
0.4741;80.073;97.763;47.521;0.011;0.007;0.672;280.403
0.4765;80.074;97.684;47.515;0.015;0.009;0.904;280.47
0.4789;80.076;97.576;47.509;0.021;0.012;1.223;280.561
0.4813;80.078;97.432;47.503;0.028;0.017;1.646;280.681
0.4837;80.08;97.246;47.498;0.037;0.022;2.195;280.836
0.4861;80.082;97.015;47.493;0.048;0.029;2.877;281.028
0.4885;80.084;96.747;47.488;0.062;0.037;3.671;281.253
0.4909;80.085;96.455;47.484;0.076;0.046;4.538;281.497
0.4933;80.087;96.156;47.48;0.091;0.055;5.429;281.749
0.4957;80.089;95.867;47.478;0.106;0.064;6.294;281.993
0.4981;80.091;95.599;47.475;0.119;0.072;7.098;282.221
0.5005;80.093;95.355;47.471;0.132;0.079;7.832;282.429
0.5029;80.095;95.127;47.467;0.144;0.086;8.519;282.624
0.5053;80.097;94.905;47.462;0.155;0.092;9.191;282.815
0.5077;80.099;94.675;47.457;0.167;0.099;9.887;283.013
0.5101;80.101;94.429;47.45;0.179;0.107;10.634;283.226
0.5125;80.103;94.158;47.443;0.193;0.115;11.46;283.46
0.5149;80.105;93.859;47.436;0.209;0.124;12.371;283.72
0.5173;80.107;93.533;47.428;0.226;0.134;13.37;284.004
0.5196;80.109;93.179;47.419;0.245;0.144;14.459;284.314
0.522;80.111;92.795;47.409;0.265;0.156;15.646;284.652
0.5244;80.113;92.379;47.399;0.287;0.168;16.935;285.019
0.5268;80.115;91.929;47.39;0.311;0.182;18.336;285.419
0.5292;80.117;91.442;47.38;0.337;0.196;19.862;285.855
0.5316;80.119;90.918;47.369;0.365;0.212;21.513;286.327
0.534;80.121;90.363;47.359;0.396;0.229;23.271;286.83
0.5364;80.123;89.791;47.35;0.427;0.246;25.094;287.353
0.5388;80.125;89.222;47.34;0.459;0.263;26.918;287.877
0.5412;80.127;88.679;47.33;0.489;0.279;28.669;288.381
0.5436;80.128;88.187;47.321;0.517;0.294;30.268;288.842
0.546;80.13;87.763;47.311;0.541;0.306;31.653;289.243
0.5484;80.132;87.416;47.302;0.561;0.317;32.79;289.572
0.5508;80.134;87.15;47.293;0.576;0.325;33.665;289.826
0.5532;80.136;86.966;47.285;0.586;0.33;34.27;290.003
0.5556;80.138;86.861;47.278;0.593;0.333;34.616;290.105
0.558;80.14;86.832;47.271;0.594;0.334;34.713;290.135
0.5603;80.142;86.876;47.265;0.592;0.333;34.568;290.095
0.5627;80.143;86.988;47.26;0.585;0.33;34.197;289.989
0.5651;80.145;87.16;47.255;0.576;0.325;33.632;289.828
0.5675;80.147;87.381;47.251;0.563;0.318;32.905;289.621
0.5699;80.149;87.641;47.248;0.548;0.31;32.051;289.376
0.5723;80.151;87.934;47.245;0.532;0.301;31.092;289.102
0.5747;80.152;88.259;47.243;0.513;0.292;30.033;288.799
0.5771;80.154;88.622;47.242;0.493;0.281;28.854;288.462
0.5795;80.156;89.035;47.241;0.47;0.268;27.52;288.082
0.5819;80.157;89.507;47.242;0.444;0.254;26.004;287.649
0.5843;80.159;90.039;47.243;0.414;0.238;24.301;287.163
0.5867;80.161;90.624;47.244;0.382;0.221;22.44;286.634
0.5891;80.162;91.245;47.244;0.349;0.202;20.482;286.077
0.5915;80.164;91.872;47.244;0.315;0.183;18.515;285.52
0.5939;80.165;92.48;47.244;0.282;0.165;16.622;284.984
0.5963;80.167;93.048;47.243;0.252;0.148;14.864;284.487
0.5987;80.168;93.568;47.242;0.225;0.133;13.263;284.035
0.6011;80.169;94.039;47.24;0.2;0.118;11.82;283.629
0.6035;80.171;94.472;47.238;0.178;0.105;10.504;283.259
0.6059;80.172;94.877;47.235;0.157;0.093;9.275;282.914
0.6082;80.173;95.266;47.232;0.137;0.082;8.101;282.585
0.6106;80.174;95.64;47.227;0.118;0.07;6.974;282.269
0.613;80.175;96.001;47.222;0.1;0.06;5.893;281.967
0.6154;80.176;96.341;47.217;0.082;0.049;4.878;281.683
0.6178;80.177;96.648;47.211;0.067;0.04;3.966;281.428
0.6202;80.178;96.908;47.205;0.054;0.032;3.193;281.213
0.6226;80.178;97.117;47.199;0.043;0.026;2.575;281.041
0.625;80.179;97.272;47.193;0.036;0.022;2.116;280.913
0.6274;80.18;97.381;47.188;0.03;0.018;1.797;280.825
0.6298;80.181;97.454;47.182;0.027;0.016;1.58;280.765
0.6322;80.181;97.51;47.176;0.024;0.014;1.417;280.72
0.6346;80.182;97.559;47.17;0.021;0.013;1.272;280.681
0.637;80.183;97.61;47.163;0.019;0.011;1.122;280.639
0.6394;80.184;97.665;47.156;0.016;0.01;0.961;280.595
0.6418;80.185;97.72;47.149;0.013;0.008;0.797;280.551
0.6442;80.186;97.772;47.141;0.011;0.007;0.645;280.509
0.6466;80.187;97.816;47.132;0.009;0.005;0.517;280.475
0.649;80.188;97.848;47.117;0.007;0.004;0.422;280.449
0.6513;80.19;97.87;47.1;0.006;0.004;0.357;280.432
0.6537;80.191;97.885;47.078;0.005;0.003;0.315;280.422
0.6561;80.193;97.894;47.053;0.005;0.003;0.288;280.416
0.6585;80.195;97.9;47.027;0.005;0.003;0.269;280.413
0.6609;80.197;97.906;47.0;0.004;0.003;0.252;280.41
0.6633;80.199;97.91;46.978;0.004;0.002;0.24;280.409
0.6657;80.202;97.912;46.958;0.004;0.002;0.236;280.411
0.6681;80.205;97.909;46.94;0.004;0.002;0.244;280.416
0.6705;80.208;97.901;46.925;0.004;0.003;0.265;280.425
0.6729;80.211;97.89;46.912;0.005;0.003;0.298;280.437
0.6753;80.214;97.877;46.902;0.006;0.003;0.338;280.451
0.6777;80.217;97.863;46.893;0.006;0.004;0.378;280.466
0.6801;80.22;97.849;46.888;0.007;0.004;0.418;280.48
0.6825;80.224;97.836;46.888;0.008;0.005;0.458;280.495
0.6849;80.227;97.822;46.904;0.008;0.005;0.5;280.51
0.6873;80.231;97.807;46.928;0.009;0.006;0.542;280.525
0.6897;80.234;97.794;46.964;0.01;0.006;0.581;280.54
0.6921;80.238;97.784;47.015;0.01;0.006;0.61;280.551
0.6945;80.242;97.781;47.074;0.01;0.006;0.619;280.558
0.6969;80.246;97.786;47.135;0.01;0.006;0.604;280.558
0.6992;80.25;97.798;47.19;0.01;0.006;0.568;280.552
0.7016;80.254;97.816;47.244;0.009;0.005;0.516;280.541
0.704;80.259;97.837;47.297;0.008;0.005;0.456;280.529
0.7064;80.263;97.857;47.349;0.007;0.004;0.397;280.516
0.7088;80.266;97.874;47.4;0.006;0.004;0.345;280.506
0.7112;80.27;97.889;47.446;0.005;0.003;0.301;280.497
0.7136;80.274;97.902;47.491;0.005;0.003;0.265;280.491
0.716;80.277;97.912;47.534;0.004;0.002;0.234;280.485
0.7184;80.28;97.923;47.571;0.003;0.002;0.204;280.48
0.7208;80.283;97.934;47.598;0.003;0.002;0.169;280.473
0.7232;80.286;97.947;47.614;0.002;0.001;0.131;280.466
0.7256;80.289;97.961;47.623;0.002;0.001;0.09;280.457
0.728;80.292;97.975;47.617;0.001;0.001;0.05;280.448
0.7304;80.294;97.986;47.601;0.0;0.0;0.018;280.442
0.7328;80.297;97.992;47.582;0.0;0.0;0.0;280.44
0.7352;80.299;97.992;47.565;0.0;0.0;0.0;280.442
0.7376;80.302;97.988;47.549;0.0;0.0;0.01;280.447
0.7399;80.304;97.98;47.534;0.001;0.0;0.036;280.457
0.7423;80.307;97.969;47.519;0.001;0.001;0.069;280.469
0.7447;80.309;97.957;47.504;0.002;0.001;0.103;280.48
0.7471;80.31;97.946;47.495;0.002;0.001;0.135;280.491
0.7495;80.312;97.937;47.489;0.003;0.002;0.161;280.5
0.7519;80.313;97.931;47.483;0.003;0.002;0.179;280.506
0.7543;80.315;97.928;47.483;0.003;0.002;0.188;280.51
0.7567;80.316;97.927;47.485;0.003;0.002;0.19;280.512
0.7591;80.317;97.928;47.496;0.003;0.002;0.188;280.513
0.7615;80.319;97.93;47.508;0.003;0.002;0.182;280.513
0.7639;80.32;97.932;47.53;0.003;0.002;0.175;280.512
0.7663;80.322;97.935;47.559;0.003;0.002;0.166;280.511
0.7687;80.324;97.939;47.587;0.003;0.002;0.155;280.51
0.7711;80.326;97.944;47.615;0.002;0.001;0.141;280.508
0.7735;80.328;97.95;47.637;0.002;0.001;0.123;280.505
0.7759;80.329;97.957;47.657;0.002;0.001;0.102;280.501
0.7783;80.331;97.965;47.672;0.001;0.001;0.08;280.496
0.7807;80.332;97.972;47.686;0.001;0.001;0.058;280.491
0.7831;80.333;97.979;47.691;0.001;0.0;0.038;280.487
0.7855;80.334;97.984;47.691;0.0;0.0;0.022;280.483
0.7878;80.334;97.988;47.689;0.0;0.0;0.01;280.48
0.7902;80.334;97.991;47.68;0.0;0.0;0.002;280.478
0.7926;80.335;97.992;47.668;0.0;0.0;0.0;280.477
0.795;80.335;97.992;47.648;0.0;0.0;0.0;280.478
0.7974;80.335;97.992;47.629;0.0;0.0;0.001;280.478
0.7998;80.336;97.991;47.596;0.0;0.0;0.003;280.479
0.8022;80.336;97.99;47.555;0.0;0.0;0.007;280.48
0.8046;80.336;97.988;47.514;0.0;0.0;0.011;280.482
0.807;80.336;97.986;47.471;0.0;0.0;0.017;280.483
0.8094;80.335;97.983;47.435;0.0;0.0;0.027;280.485
0.8118;80.335;97.978;47.396;0.001;0.0;0.04;280.489
0.8142;80.334;97.972;47.367;0.001;0.001;0.058;280.493
0.8166;80.333;97.966;47.343;0.001;0.001;0.077;280.497
0.819;80.332;97.959;47.331;0.002;0.001;0.098;280.502
0.8214;80.331;97.951;47.33;0.002;0.001;0.12;280.507
0.8238;80.331;97.942;47.336;0.003;0.002;0.147;280.514
0.8262;80.33;97.93;47.349;0.003;0.002;0.183;280.524
0.8286;80.331;97.912;47.363;0.004;0.002;0.234;280.539
0.8309;80.331;97.889;47.381;0.005;0.003;0.303;280.558
0.8333;80.331;97.859;47.395;0.007;0.004;0.39;280.583
0.8357;80.332;97.825;47.421;0.008;0.005;0.489;280.611
0.8381;80.333;97.79;47.458;0.01;0.006;0.592;280.641
0.8405;80.333;97.758;47.503;0.012;0.007;0.686;280.668
0.8429;80.334;97.732;47.558;0.013;0.008;0.762;280.69
0.8453;80.335;97.713;47.614;0.014;0.008;0.82;280.707
0.8477;80.337;97.698;47.678;0.015;0.009;0.863;280.721
0.8501;80.339;97.686;47.732;0.015;0.009;0.899;280.733
0.8525;80.341;97.671;47.784;0.016;0.01;0.943;280.747
0.8549;80.344;97.651;47.828;0.017;0.01;1.002;280.766
0.8573;80.347;97.624;47.861;0.018;0.011;1.079;280.791
0.8597;80.351;97.593;47.886;0.02;0.012;1.171;280.821
0.8621;80.355;97.559;47.907;0.022;0.013;1.272;280.853
0.8645;80.36;97.526;47.93;0.023;0.014;1.368;280.885
0.8669;80.365;97.499;47.95;0.025;0.015;1.448;280.913
0.8693;80.371;97.48;47.974;0.026;0.015;1.504;280.934
0.8717;80.377;97.47;47.99;0.026;0.016;1.533;280.948
0.8741;80.384;97.47;48.004;0.026;0.016;1.534;280.955
0.8765;80.391;97.476;48.007;0.026;0.015;1.515;280.957
0.8788;80.399;97.486;48.002;0.025;0.015;1.487;280.957
0.8812;80.408;97.495;47.992;0.025;0.015;1.46;280.959
0.8836;80.418;97.501;47.975;0.025;0.015;1.442;280.964
0.886;80.429;97.503;47.965;0.025;0.015;1.437;280.973
0.8884;80.441;97.5;47.953;0.025;0.015;1.445;280.987
0.8908;80.454;97.495;47.942;0.025;0.015;1.46;281.004
0.8932;80.468;97.488;47.93;0.025;0.015;1.479;281.023
0.8956;80.482;97.482;47.926;0.026;0.015;1.498;281.043
0.898;80.497;97.475;47.93;0.026;0.015;1.518;281.063
0.9004;80.512;97.468;47.936;0.027;0.016;1.54;281.085
0.9028;80.528;97.459;47.949;0.027;0.016;1.567;281.108
0.9052;80.544;97.447;47.961;0.028;0.016;1.6;281.133
0.9076;80.56;97.435;47.984;0.028;0.017;1.637;281.16
0.91;80.577;97.422;48.003;0.029;0.017;1.674;281.187
0.9124;80.594;97.411;48.029;0.03;0.017;1.707;281.213
0.9148;80.612;97.401;48.057;0.03;0.018;1.736;281.239
0.9172;80.629;97.393;48.085;0.031;0.018;1.76;281.263
0.9195;80.646;97.386;48.117;0.031;0.018;1.78;281.286
0.9219;80.663;97.38;48.139;0.031;0.018;1.798;281.308
0.9243;80.68;97.378;48.164;0.031;0.018;1.805;281.326
0.9267;80.696;97.382;48.19;0.031;0.018;1.793;281.339
0.9291;80.711;97.395;48.221;0.031;0.018;1.754;281.343
0.9315;80.725;97.42;48.243;0.029;0.017;1.682;281.337
0.9339;80.738;97.454;48.256;0.028;0.016;1.58;281.322
0.9363;80.751;97.494;48.264;0.026;0.015;1.463;281.301
0.9387;80.762;97.531;48.261;0.024;0.014;1.353;281.282
0.9411;80.772;97.559;48.258;0.022;0.013;1.271;281.269
0.9435;80.782;97.572;48.242;0.022;0.013;1.232;281.268
0.9459;80.791;97.571;48.227;0.022;0.013;1.237;281.278
0.9483;80.799;97.558;48.203;0.022;0.013;1.275;281.296
0.9507;80.806;97.541;48.181;0.023;0.014;1.325;281.318
0.9531;80.813;97.526;48.162;0.024;0.014;1.369;281.336
0.9555;80.818;97.518;48.141;0.024;0.014;1.392;281.348
0.9579;80.822;97.519;48.127;0.024;0.014;1.388;281.351
0.9603;80.825;97.527;48.109;0.024;0.014;1.364;281.348
0.9627;80.828;97.541;48.09;0.023;0.014;1.325;281.339
0.9651;80.829;97.557;48.066;0.023;0.013;1.279;281.328
0.9674;80.83;97.574;48.048;0.022;0.013;1.228;281.314
0.9698;80.831;97.592;48.03;0.021;0.012;1.176;281.3
0.9722;80.831;97.609;48.017;0.02;0.011;1.123;281.286
0.9746;80.829;97.625;48.014;0.019;0.011;1.077;281.271
0.977;80.826;97.637;48.007;0.018;0.011;1.043;281.258
0.9794;80.819;97.643;48.004;0.018;0.01;1.024;281.246
0.9818;80.817;97.645;48.002;0.018;0.01;1.018;281.243
0.9842;80.815;97.646;48.004;0.018;0.01;1.015;281.239
0.9866;80.811;97.652;48.004;0.018;0.01;0.998;281.23
0.989;80.805;97.67;47.999;0.017;0.01;0.946;281.21
0.9914;80.798;97.704;47.999;0.015;0.009;0.846;281.175
0.9938;80.79;97.755;48.006;0.012;0.007;0.694;281.125
0.9962;80.777;97.826;48.016;0.009;0.005;0.488;281.054
0.9986;80.75;97.904;47.999;0.005;0.003;0.259;280.964
1.001;80.696;97.992;48.002;0.0;0.0;0.0;280.838
