y/t.1; p2 (kPa); p02 (kPa); a2 (°); z (1); w (1); ds (J/kgK); T (K)
0.3334;76.403;97.444;47.329;0.009;0.007;0.671;275.156
0.3358;76.407;97.475;47.33;0.008;0.006;0.579;275.135
0.3381;76.409;97.504;47.331;0.007;0.005;0.495;275.114
0.3405;76.411;97.528;47.332;0.006;0.004;0.422;275.097
0.3429;76.413;97.548;47.334;0.005;0.004;0.366;275.083
0.3453;76.415;97.561;47.336;0.004;0.003;0.326;275.074
0.3477;76.417;97.57;47.339;0.004;0.003;0.301;275.069
0.3501;76.418;97.574;47.342;0.004;0.003;0.289;275.067
0.3524;76.419;97.574;47.346;0.004;0.003;0.287;275.067
0.3548;76.418;97.572;47.351;0.004;0.003;0.294;275.068
0.3572;76.417;97.568;47.356;0.004;0.003;0.307;275.071
0.3596;76.415;97.561;47.362;0.004;0.003;0.326;275.074
0.362;76.413;97.553;47.369;0.005;0.004;0.351;275.079
0.3643;76.411;97.543;47.376;0.005;0.004;0.38;275.084
0.3667;76.407;97.532;47.383;0.006;0.004;0.413;275.089
0.3691;76.403;97.519;47.391;0.006;0.004;0.45;275.095
0.3715;76.399;97.506;47.399;0.007;0.005;0.49;275.102
0.3739;76.394;97.491;47.407;0.007;0.005;0.532;275.109
0.3763;76.39;97.477;47.416;0.008;0.006;0.573;275.116
0.3786;76.386;97.464;47.424;0.008;0.006;0.611;275.122
0.381;76.381;97.455;47.433;0.009;0.006;0.64;275.125
0.3834;76.377;97.45;47.442;0.009;0.007;0.654;275.125
0.3858;76.374;97.45;47.45;0.009;0.007;0.652;275.121
0.3882;76.371;97.457;47.459;0.009;0.006;0.633;275.113
0.3905;76.368;97.468;47.468;0.008;0.006;0.599;275.1
0.3929;76.366;97.483;47.476;0.008;0.006;0.556;275.086
0.3953;76.365;97.498;47.485;0.007;0.005;0.512;275.073
0.3977;76.365;97.512;47.493;0.006;0.005;0.471;275.062
0.4001;76.368;97.524;47.502;0.006;0.004;0.435;275.056
0.4024;76.373;97.534;47.51;0.006;0.004;0.406;275.053
0.4048;76.38;97.542;47.519;0.005;0.004;0.382;275.053
0.4072;76.387;97.549;47.529;0.005;0.004;0.36;275.055
0.4096;76.395;97.556;47.538;0.005;0.003;0.341;275.057
0.412;76.404;97.562;47.549;0.004;0.003;0.324;275.062
0.4143;76.414;97.567;47.559;0.004;0.003;0.309;275.068
0.4167;76.425;97.571;47.57;0.004;0.003;0.297;275.076
0.4191;76.435;97.574;47.582;0.004;0.003;0.29;275.085
0.4215;76.446;97.575;47.594;0.004;0.003;0.285;275.094
0.4239;76.456;97.575;47.607;0.004;0.003;0.285;275.105
0.4263;76.466;97.574;47.62;0.004;0.003;0.287;275.116
0.4286;76.476;97.573;47.634;0.004;0.003;0.292;275.128
0.431;76.484;97.57;47.648;0.004;0.003;0.299;275.138
0.4334;76.492;97.567;47.662;0.004;0.003;0.308;275.148
0.4358;76.499;97.564;47.677;0.004;0.003;0.318;275.158
0.4382;76.507;97.56;47.691;0.005;0.003;0.329;275.169
0.4405;76.513;97.556;47.705;0.005;0.003;0.341;275.179
0.4429;76.519;97.552;47.719;0.005;0.004;0.354;275.188
0.4453;76.522;97.548;47.733;0.005;0.004;0.366;275.195
0.4477;76.524;97.544;47.746;0.005;0.004;0.378;275.2
0.4501;76.525;97.54;47.758;0.005;0.004;0.388;275.204
0.4525;76.525;97.537;47.769;0.005;0.004;0.398;275.206
0.4548;76.525;97.534;47.78;0.006;0.004;0.406;275.209
0.4572;76.524;97.532;47.789;0.006;0.004;0.412;275.209
0.4596;76.523;97.531;47.797;0.006;0.004;0.416;275.209
0.462;76.521;97.53;47.803;0.006;0.004;0.416;275.208
0.4644;76.52;97.531;47.808;0.006;0.004;0.414;275.206
0.4667;76.518;97.533;47.812;0.006;0.004;0.408;275.203
0.4691;76.517;97.536;47.813;0.006;0.004;0.399;275.199
0.4715;76.515;97.54;47.813;0.005;0.004;0.387;275.194
0.4739;76.514;97.545;47.811;0.005;0.004;0.373;275.189
0.4763;76.514;97.549;47.808;0.005;0.004;0.361;275.185
0.4787;76.515;97.551;47.802;0.005;0.004;0.355;275.184
0.481;76.515;97.548;47.795;0.005;0.004;0.364;275.187
0.4834;76.515;97.536;47.786;0.006;0.004;0.401;275.197
0.4858;76.515;97.507;47.775;0.007;0.005;0.484;275.22
0.4882;76.516;97.457;47.762;0.009;0.006;0.634;275.262
0.4906;76.517;97.374;47.748;0.012;0.009;0.877;275.33
0.4929;76.519;97.249;47.733;0.017;0.012;1.245;275.433
0.4953;76.521;97.072;47.716;0.024;0.018;1.769;275.579
0.4977;76.523;96.831;47.698;0.034;0.025;2.482;275.776
0.5001;76.526;96.519;47.679;0.047;0.034;3.409;276.033
0.5025;76.528;96.131;47.66;0.063;0.045;4.566;276.354
0.5048;76.53;95.668;47.64;0.082;0.059;5.952;276.737
0.5072;76.533;95.137;47.619;0.105;0.075;7.55;277.18
0.5096;76.535;94.549;47.599;0.129;0.092;9.329;277.674
0.512;76.537;93.918;47.579;0.156;0.11;11.252;278.208
0.5144;76.54;93.258;47.558;0.184;0.13;13.277;278.772
0.5167;76.543;92.581;47.539;0.214;0.15;15.367;279.356
0.5191;76.545;91.899;47.519;0.243;0.17;17.492;279.95
0.5215;76.548;91.217;47.501;0.274;0.19;19.629;280.549
0.5239;76.551;90.544;47.483;0.304;0.21;21.755;281.146
0.5263;76.554;89.885;47.466;0.333;0.229;23.852;281.736
0.5287;76.557;89.243;47.449;0.362;0.248;25.912;282.317
0.531;76.56;88.621;47.434;0.391;0.266;27.921;282.885
0.5334;76.563;88.024;47.419;0.419;0.284;29.859;283.435
0.5358;76.566;87.46;47.405;0.445;0.3;31.707;283.96
0.5382;76.569;86.935;47.392;0.47;0.316;33.434;284.452
0.5406;76.572;86.463;47.38;0.492;0.33;34.996;284.898
0.5429;76.576;86.056;47.368;0.512;0.342;36.352;285.286
0.5453;76.579;85.722;47.358;0.528;0.351;37.469;285.607
0.5477;76.582;85.469;47.348;0.54;0.359;38.315;285.851
0.5501;76.586;85.303;47.338;0.548;0.364;38.874;286.014
0.5525;76.589;85.226;47.33;0.552;0.366;39.135;286.092
0.5549;76.593;85.241;47.321;0.551;0.366;39.084;286.081
0.5572;76.597;85.352;47.314;0.546;0.362;38.71;285.979
0.5596;76.601;85.561;47.307;0.536;0.356;38.007;285.783
0.562;76.604;85.868;47.3;0.521;0.347;36.978;285.494
0.5644;76.608;86.267;47.294;0.503;0.335;35.649;285.121
0.5668;76.612;86.745;47.288;0.48;0.321;34.061;284.675
0.5691;76.616;87.293;47.282;0.454;0.305;32.256;284.169
0.5715;76.621;87.894;47.277;0.426;0.288;30.284;283.616
0.5739;76.625;88.538;47.273;0.396;0.269;28.188;283.029
0.5763;76.629;89.219;47.268;0.365;0.249;25.989;282.415
0.5787;76.633;89.93;47.264;0.333;0.228;23.711;281.78
0.581;76.638;90.661;47.26;0.3;0.206;21.385;281.133
0.5834;76.642;91.402;47.256;0.267;0.184;19.049;280.485
0.5858;76.647;92.136;47.253;0.234;0.163;16.753;279.85
0.5882;76.651;92.841;47.25;0.204;0.142;14.563;279.245
0.5906;76.656;93.496;47.247;0.175;0.123;12.545;278.69
0.5929;76.661;94.082;47.244;0.15;0.106;10.75;278.197
0.5953;76.665;94.587;47.241;0.129;0.091;9.214;277.777
0.5977;76.67;95.005;47.238;0.111;0.078;7.947;277.432
0.6001;76.675;95.342;47.236;0.097;0.069;6.932;277.157
0.6025;76.68;95.609;47.234;0.085;0.061;6.129;276.941
0.6049;76.685;95.825;47.232;0.076;0.054;5.483;276.768
0.6072;76.691;96.007;47.23;0.069;0.049;4.938;276.623
0.6096;76.696;96.17;47.228;0.062;0.044;4.449;276.494
0.612;76.701;96.323;47.226;0.056;0.04;3.992;276.374
0.6144;76.706;96.469;47.224;0.05;0.035;3.559;276.261
0.6168;76.712;96.602;47.223;0.044;0.031;3.163;276.157
0.6191;76.717;96.716;47.221;0.039;0.028;2.823;276.07
0.6215;76.723;96.807;47.219;0.036;0.025;2.554;276.001
0.6239;76.729;96.871;47.218;0.033;0.024;2.363;275.955
0.6263;76.734;96.909;47.216;0.031;0.022;2.25;275.93
0.6287;76.74;96.927;47.215;0.031;0.022;2.198;275.921
0.6311;76.746;96.931;47.214;0.031;0.022;2.187;275.924
0.6334;76.752;96.93;47.212;0.031;0.022;2.19;275.931
0.6358;76.758;96.934;47.211;0.03;0.022;2.178;275.934
0.6382;76.764;96.951;47.209;0.03;0.021;2.127;275.926
0.6406;76.77;96.985;47.208;0.028;0.02;2.027;275.905
0.643;76.776;97.036;47.206;0.026;0.019;1.876;275.87
0.6453;76.783;97.099;47.205;0.024;0.017;1.69;275.825
0.6477;76.789;97.165;47.203;0.021;0.015;1.495;275.779
0.6501;76.795;97.225;47.201;0.018;0.013;1.316;275.736
0.6525;76.802;97.275;47.199;0.016;0.012;1.17;275.703
0.6549;76.809;97.31;47.197;0.015;0.011;1.067;275.681
0.6573;76.816;97.332;47.195;0.014;0.01;1.001;275.671
0.6596;76.824;97.345;47.193;0.013;0.01;0.962;275.669
0.662;76.833;97.352;47.19;0.013;0.009;0.942;275.672
0.6644;76.842;97.355;47.188;0.013;0.009;0.935;275.679
0.6668;76.852;97.354;47.185;0.013;0.009;0.937;275.689
0.6692;76.862;97.349;47.181;0.013;0.009;0.95;275.703
0.6715;76.872;97.34;47.178;0.014;0.01;0.977;275.721
0.6739;76.882;97.327;47.174;0.014;0.01;1.015;275.742
0.6763;76.892;97.313;47.171;0.015;0.011;1.058;275.764
0.6787;76.902;97.298;47.167;0.016;0.011;1.102;275.787
0.6811;76.912;97.285;47.163;0.016;0.011;1.14;275.807
0.6834;76.921;97.276;47.159;0.016;0.012;1.168;275.824
0.6858;76.93;97.271;47.155;0.017;0.012;1.18;275.837
0.6882;76.939;97.272;47.15;0.017;0.012;1.18;275.846
0.6906;76.948;97.277;47.146;0.016;0.012;1.163;275.851
0.693;76.957;97.287;47.143;0.016;0.011;1.135;275.852
0.6953;76.966;97.3;47.139;0.015;0.011;1.096;275.85
0.6977;76.975;97.317;47.137;0.015;0.01;1.046;275.846
0.7001;76.983;97.338;47.135;0.014;0.01;0.983;275.837
0.7025;76.991;97.364;47.133;0.013;0.009;0.908;275.825
0.7049;76.998;97.394;47.133;0.012;0.008;0.819;275.807
0.7073;77.004;97.427;47.133;0.01;0.007;0.722;275.786
0.7096;77.009;97.461;47.134;0.009;0.006;0.621;275.764
0.712;77.012;97.492;47.136;0.008;0.005;0.531;275.743
0.7144;77.014;97.515;47.14;0.007;0.005;0.462;275.726
0.7168;77.016;97.528;47.145;0.006;0.004;0.423;275.717
0.7192;77.018;97.531;47.152;0.006;0.004;0.416;275.717
0.7215;77.02;97.523;47.16;0.006;0.004;0.439;275.726
0.7239;77.023;97.509;47.169;0.007;0.005;0.48;275.739
0.7263;77.026;97.494;47.18;0.007;0.005;0.524;275.755
0.7287;77.031;97.482;47.193;0.008;0.006;0.56;275.77
0.7311;77.037;97.476;47.207;0.008;0.006;0.577;275.78
0.7335;77.042;97.478;47.223;0.008;0.006;0.57;275.784
0.7358;77.048;97.487;47.24;0.008;0.005;0.544;275.783
0.7382;77.055;97.5;47.258;0.007;0.005;0.506;275.779
0.7406;77.062;97.513;47.278;0.007;0.005;0.468;275.776
0.743;77.069;97.523;47.3;0.006;0.004;0.439;275.775
0.7454;77.075;97.526;47.322;0.006;0.004;0.43;275.779
0.7477;77.082;97.521;47.345;0.006;0.004;0.445;275.79
0.7501;77.089;97.509;47.37;0.007;0.005;0.481;275.807
0.7525;77.095;97.493;47.395;0.008;0.005;0.527;275.827
0.7549;77.103;97.477;47.421;0.008;0.006;0.573;275.847
0.7573;77.112;97.467;47.447;0.009;0.006;0.603;275.864
0.7596;77.122;97.468;47.473;0.009;0.006;0.601;275.874
0.762;77.131;97.481;47.5;0.008;0.006;0.562;275.873
0.7644;77.139;97.506;47.528;0.007;0.005;0.49;275.861
0.7668;77.147;97.538;47.555;0.006;0.004;0.393;275.843
0.7692;77.154;97.573;47.582;0.004;0.003;0.29;275.821
0.7715;77.16;97.605;47.61;0.003;0.002;0.198;275.802
0.7739;77.165;97.627;47.637;0.002;0.001;0.133;275.79
0.7763;77.17;97.637;47.664;0.001;0.001;0.102;275.786
0.7787;77.174;97.636;47.691;0.002;0.001;0.106;275.791
0.7811;77.177;97.624;47.717;0.002;0.001;0.142;275.804
0.7835;77.178;97.603;47.743;0.003;0.002;0.202;275.822
0.7858;77.178;97.578;47.769;0.004;0.003;0.275;275.842
0.7882;77.176;97.552;47.795;0.005;0.004;0.352;275.861
0.7906;77.174;97.528;47.82;0.006;0.004;0.425;275.879
0.793;77.172;97.507;47.844;0.007;0.005;0.484;275.893
0.7954;77.17;97.494;47.869;0.008;0.005;0.525;275.902
0.7977;77.169;97.487;47.892;0.008;0.005;0.543;275.906
0.8001;77.167;97.488;47.915;0.008;0.005;0.541;275.904
0.8025;77.164;97.494;47.938;0.007;0.005;0.522;275.895
0.8049;77.161;97.503;47.959;0.007;0.005;0.497;275.885
0.8073;77.159;97.511;47.98;0.007;0.005;0.472;275.876
0.8097;77.159;97.517;48.001;0.007;0.005;0.455;275.871
0.812;77.158;97.521;48.02;0.006;0.004;0.444;275.868
0.8144;77.157;97.524;48.039;0.006;0.004;0.434;275.864
0.8168;77.156;97.53;48.057;0.006;0.004;0.417;275.858
0.8192;77.153;97.54;48.075;0.006;0.004;0.388;275.848
0.8216;77.151;97.555;48.091;0.005;0.003;0.346;275.834
0.8239;77.148;97.571;48.107;0.004;0.003;0.296;275.817
0.8263;77.146;97.588;48.123;0.004;0.002;0.247;275.801
0.8287;77.144;97.602;48.137;0.003;0.002;0.206;275.788
0.8311;77.144;97.612;48.151;0.003;0.002;0.175;275.78
0.8335;77.146;97.62;48.165;0.002;0.002;0.154;275.776
0.8359;77.149;97.626;48.178;0.002;0.001;0.135;275.774
0.8382;77.153;97.634;48.19;0.002;0.001;0.113;275.771
0.8406;77.156;97.641;48.202;0.001;0.001;0.09;275.769
0.843;77.159;97.647;48.213;0.001;0.001;0.072;275.767
0.8454;77.161;97.649;48.223;0.001;0.001;0.067;275.767
0.8478;77.164;97.644;48.233;0.001;0.001;0.082;275.775
0.8501;77.168;97.631;48.242;0.002;0.001;0.121;275.789
0.8525;77.171;97.612;48.25;0.003;0.002;0.176;275.808
0.8549;77.175;97.593;48.257;0.003;0.002;0.233;275.827
0.8573;77.179;97.577;48.264;0.004;0.003;0.28;275.845
0.8597;77.185;97.568;48.269;0.004;0.003;0.306;275.857
0.862;77.192;97.568;48.274;0.004;0.003;0.305;275.865
0.8644;77.201;97.576;48.277;0.004;0.003;0.282;275.867
0.8668;77.211;97.588;48.28;0.004;0.002;0.248;275.868
0.8692;77.223;97.6;48.282;0.003;0.002;0.212;275.871
0.8716;77.237;97.61;48.283;0.003;0.002;0.183;275.876
0.8739;77.251;97.615;48.283;0.002;0.002;0.166;275.886
0.8763;77.265;97.616;48.282;0.002;0.002;0.165;275.9
0.8787;77.279;97.611;48.281;0.003;0.002;0.18;275.919
0.8811;77.293;97.6;48.279;0.003;0.002;0.213;275.942
0.8835;77.308;97.581;48.277;0.004;0.003;0.268;275.972
0.8859;77.323;97.554;48.275;0.005;0.003;0.346;276.009
0.8882;77.339;97.521;48.273;0.006;0.004;0.445;276.053
0.8906;77.357;97.48;48.271;0.008;0.006;0.565;276.104
0.893;77.376;97.434;48.269;0.01;0.007;0.701;276.16
0.8954;77.394;97.385;48.267;0.012;0.008;0.845;276.218
0.8978;77.412;97.336;48.267;0.014;0.01;0.99;276.277
0.9001;77.43;97.289;48.266;0.016;0.011;1.128;276.334
0.9025;77.448;97.248;48.266;0.018;0.012;1.25;276.386
0.9049;77.467;97.216;48.267;0.02;0.013;1.345;276.43
0.9073;77.485;97.195;48.269;0.02;0.014;1.406;276.465
0.9097;77.502;97.187;48.272;0.021;0.014;1.43;276.489
0.9121;77.518;97.191;48.276;0.021;0.014;1.418;276.503
0.9144;77.533;97.206;48.282;0.02;0.014;1.373;276.506
0.9168;77.547;97.228;48.288;0.019;0.013;1.307;276.502
0.9192;77.562;97.254;48.295;0.018;0.012;1.232;276.496
0.9216;77.575;97.279;48.304;0.017;0.012;1.158;276.49
0.924;77.588;97.3;48.313;0.016;0.011;1.095;276.485
0.9263;77.6;97.315;48.324;0.015;0.011;1.052;276.486
0.9287;77.612;97.322;48.336;0.015;0.01;1.031;276.492
0.9311;77.623;97.322;48.349;0.015;0.01;1.029;276.503
0.9335;77.633;97.318;48.363;0.015;0.01;1.042;276.517
0.9359;77.642;97.311;48.379;0.016;0.011;1.065;276.532
0.9382;77.649;97.302;48.396;0.016;0.011;1.089;276.546
0.9406;77.657;97.294;48.414;0.016;0.011;1.114;276.561
0.943;77.663;97.285;48.434;0.017;0.011;1.14;276.574
0.9454;77.667;97.275;48.455;0.017;0.012;1.17;276.587
0.9478;77.67;97.263;48.477;0.018;0.012;1.206;276.599
0.9501;77.672;97.249;48.5;0.018;0.012;1.247;276.613
0.9525;77.675;97.236;48.524;0.019;0.013;1.284;276.626
0.9549;77.678;97.228;48.549;0.019;0.013;1.307;276.635
0.9573;77.68;97.23;48.575;0.019;0.013;1.302;276.636
0.9597;77.683;97.245;48.602;0.019;0.013;1.258;276.627
0.9621;77.685;97.273;48.631;0.017;0.012;1.175;276.605
0.9644;77.686;97.312;48.66;0.016;0.011;1.06;276.576
0.9668;77.689;97.356;48.69;0.014;0.009;0.93;276.542
0.9692;77.691;97.398;48.72;0.012;0.008;0.808;276.511
0.9716;77.693;97.429;48.752;0.011;0.007;0.715;276.488
0.974;77.697;97.445;48.783;0.01;0.007;0.668;276.479
0.9763;77.704;97.442;48.816;0.01;0.007;0.676;276.488
0.9787;77.711;97.422;48.849;0.011;0.007;0.736;276.511
0.9811;77.721;97.388;48.882;0.012;0.008;0.835;276.549
0.9835;77.724;97.348;48.917;0.014;0.01;0.955;276.585
0.9859;77.73;97.306;48.952;0.016;0.011;1.078;276.625
0.9883;77.74;97.27;48.986;0.018;0.012;1.185;276.665
0.9906;77.75;97.242;49.021;0.019;0.013;1.266;276.697
0.993;77.762;97.225;49.056;0.019;0.013;1.317;276.723
0.9954;77.78;97.217;49.092;0.02;0.013;1.341;276.748
0.9978;77.803;97.218;49.129;0.02;0.013;1.339;276.771
1.0002;77.84;97.221;49.169;0.02;0.013;1.328;276.806
